"pm10" "direction" "speed"
"52" 12 341.876900078541 2.7
"53" 10 341.60915951708 4.83333333333333
"54" 16 309.030476793121 1.61666666666667
"55" 28 328.632778861348 3.96666666666667
"56" 13 325.072215523492 6.16666666666667
"57" 6 319.663576284907 7.28333333333333
"58" 17 168.088850836071 1.73333333333333
"59" 8 342.660361689282 4.03333333333333
"60" 7 341.330105493034 5.53333333333333
"61" 10 210.429679281924 1.8
"62" 10 112.865525088134 1.36666666666667
"63" 16 37.3302272546799 9.38333333333333
"64" 6 26.0039640857508 4.15
"65" 8 107.746316909907 1.76666666666667
"66" 2 18.9990850097518 2.41666666666667
"67" 12 249.527182123887 3.75
"68" 29 288.650175653494 1.48333333333333
"69" 8.2 310.275577721561 1.3
"70" 10 16.2719655432002 3.35
"71" 25 323.387568616299 1.63333333333333
"72" 7 176.654113130211 1.61666666666667
"73" 11 332.942073117277 6.01666666666667
"74" 34 154.879551394212 2.5
"75" 4 230.659896851038 10.6
"76" 10 328.706206165514 5.76666666666667
"77" 24 340.7475238041 3.03333333333333
"78" 11 30.5244356496743 1.93333333333333
"79" 16 134.303000835464 2.95
"80" 3 234.338730819918 10.2166666666667
"81" 8 237.83349888896 10.3166666666667
"82" 19 226.667127636004 10.2
"83" 8 236.432176974289 13.6666666666667
"84" 14 239.817356380065 7
"85" 9.2 233.334500476311 11.8
"86" 30 250.714026702215 5.7
"87" 10 310.453946481104 7.38333333333333
"88" 13 314.513571857426 8.25
"89" 16 4.79480639763567 2.66666666666667
"90" 12 34.0192783896668 3.76666666666667
"91" 7 48.3307547572343 1.75
"92" 8 23.9033692244848 1.06666666666667
"93" 7 1.73104903483256 2.63333333333333
"94" 40 12.1321441917773 1.86666666666667
"95" 4 18.5006861904178 2.61666666666667
"96" 15 122.222872514469 2.28333333333333
"97" 17 45.6337756916297 1.96666666666667
"98" 25 249.921180565786 3.15
"99" 8 21.3265975325746 2.88333333333333
"100" 20 218.348797388611 3.66666666666667
"101" 11 161.658620220737 1.46666666666667
"102" 7 86.7798355283882 1.65
"103" 19 297.830795489454 3.16666666666667
"104" 16 11.2759093065189 2
"105" 9 228.099485972752 4.1
"106" 19 168.565193282337 3
"107" 13 110.121530866046 1.11666666666667
"108" 16 140.331073488011 2.1
"109" 11 174.685836578146 2.85
"110" 6 224.338097323462 7.15
"111" 5 228.5 12.8666666666667
"112" 10 229.997100265989 14.65
"113" 6 300.07917114922 2
"114" 20 313.164014959616 4.83333333333333
"115" 33 1.61156509907881 1.73333333333333
"116" 22 337.550707812563 5.73333333333333
"117" 1.2 48.6789770801234 1.38333333333333
"118" 2.8 102.994059302411 2.08333333333333
"119" 15 293.719602204071 1.23333333333333
"120" 5.2 9.67081865870121 1.71666666666667
"121" 30 294.340198709058 2.53333333333333
"122" 29 357.973473514368 1.35
"123" 9 26.8225690753877 2.23333333333333
"124" 37 213.420179784927 3.41666666666667
"125" 18 105.260096254574 1.58333333333333
"126" 32 41.2972570841444 1
"127" 9 91.3660269985816 1.98333333333333
"128" 23 234.76852196299 4.46666666666667
"129" 17 101.161300578849 1.18333333333333
"130" 28 260.178712713015 4.63333333333333
"131" 16 301.950855647345 3.23333333333333
"132" 8 34.0678996475585 1.25
"133" 11 339.005606932201 4.95
"134" 13 17.660931374145 2.1
"135" 18 300.516156659188 3.7
"136" 43 9.98763211827019 1.48333333333333
"137" 13 41.7980277751544 2.81666666666667
"138" 5 118.636050544826 2.23333333333333
"139" 23 275.667386959845 3.05
"140" 51 209.869685412123 4.01666666666667
"141" 67 21.7131108837274 1.3
"142" 73 238.905698485847 4.26666666666667
"143" 112 133.178349934625 1.31666666666667
"144" 51 301.491344113726 3.26666666666667
"145" 13 17.4511651006013 2.43333333333333
"146" 39 267.686111586242 1.58333333333333
"147" 15 25.1301663344528 2.33333333333333
"148" 25 290.950491567501 2.6
"149" 16 14.4936861379764 2.3
"150" 36 296.783953548709 3.3
"151" 20 172.639421166701 2.1
"152" 14 280.174675026894 3.85
"153" 3 9.62278196076585 1.65
"154" 17 305.64760012953 4.15
"155" 37 29.4380363563618 1.1
"156" 10 19.4547737482817 2.05
"157" 12 278.188862351961 2.78333333333333
"158" 11 243.937523364114 2.76666666666667
"159" 9 200.308777294924 2.56666666666667
"160" 14 270.48996065686 4.31666666666667
"161" 13 138.663633748693 2.5
"162" 11 142.166916124988 3.78333333333333
"163" 15 161.191895222615 5.56666666666667
"164" 20 222.180187268976 11.7666666666667
"165" 8.2 233.188509278989 9.96666666666667
"166" 25 231.508677877363 5.01666666666667
"167" 23 247.311278188046 6.4
"168" 14 130.667043050954 2.48333333333333
"169" 29 178.834436606587 2.76666666666667
"170" 12 153.834592391832 3.71666666666667
"171" 14 164.082153026062 5.96666666666667
"172" 5 230.335602950979 12.0833333333333
"173" 10 226.333397273309 15.7833333333333
"174" 10 237.487597274917 10
"175" 17 308.82654175963 7.18333333333333
"176" 9 40.9078333975516 1.56666666666667
"177" 5 35.8626650047806 3.11666666666667
"178" 13 204.494181759936 3.85
"179" 12 240.629194235178 4.4
"180" 21 335.291179511724 3.83333333333333
"181" 11 216.500607410821 2.11666666666667
"182" 16 245.822090400145 3.51666666666667
"183" 24 36.7328709004305 1.43333333333333
"184" 6.2 260.09703180882 2.51666666666667
"185" 13 281.060005760469 1.13333333333333
"186" 8 148.083768842186 1.28333333333333
"187" 19 282.099136739544 2.11666666666667
"188" 15 8.98788298803058 3.63333333333333
"189" 17 13.2802020991731 1.53333333333333
"190" 17 30.9790239094888 3.38333333333333
"191" 39 21.1661865759592 1.25
"192" 6.8 5.32391741110229 1.46666666666667
"193" 23 232.833761614074 9.26666666666667
"194" 4 325.52518815543 2.61666666666667
"195" 1.2 41.4031595275611 1.1
"196" 12 0.993654099936564 7.56666666666667
"197" 13 358.007119245378 2.08333333333333
"198" 18 341.32947982217 9.75
"199" 25 0.0796925820937554 7.31666666666667
"200" 20 340.971210180485 2.05
"201" 16 30.5741156228571 5.15
"202" 20 304.013065869689 3.85
"203" 38 121.669393952612 1.23333333333333
"204" 2 0.162899252062787 1.23333333333333
"205" 32 259.857345068279 6.95
"206" 20 159.394850292399 1.33333333333333
"207" 9 157.793671201431 2.33333333333333
"208" 11 3.486011132318 5.16666666666667
"209" 16 351.436001098579 9.61666666666667
"210" 16 29.8747199183849 5.45
"211" 12 344.992652691112 3.58333333333333
"212" 10 357.026727385535 4.41666666666667
"213" 11 15.344450847569 7.7
"214" 15 352.502455088679 5.4
"215" 19 29.1797760314488 6.13333333333333
"216" 11 27.7973413654598 3.53333333333333
"217" 7.8 16.9694168482674 6.75
"218" 7 3.47847890919963 4.66666666666667
"219" 5 116.071235453432 2.01666666666667
"220" 15 314.015801388632 5.15
"221" 19 355.142561395249 2.46666666666667
"222" 13 80.5622242899528 2.7
"223" 4.8 50.7158564326338 1.08333333333333
"224" 19 249.325307027903 6.25
"225" 25 10.2646044987491 1.8
"226" 8.8 5.37651954848994 2.85
"227" 16 310.94228229791 3.86666666666667
"228" 17 311.086909297722 2.91666666666667
"229" 5.2 38.3645953073239 1.86666666666667
"230" 27 319.496438814272 3.75
"231" 10 126.12870252882 2.11666666666667
"232" 19 350.385869853281 8.3
"233" 37 23.0763584490723 5.83333333333333
"234" 11 75.4278683823167 3.35
"235" 20 44.2427893971878 4.06666666666667
"236" 40 352.680541638404 10.4166666666667
"237" 30 38.7422517476344 6.35
"238" 18 50.1692166335376 7.26666666666667
"239" 21 33.4957594469872 5.9
"240" 22 40.9098514013977 4.9
"241" 19 308.209384129912 1.9
"242" 21 45.9546369554242 1.96666666666667
"243" 29 68.2917759003537 2.9
"244" 14 304.434490877993 1.56666666666667
"245" 25 114.557218089004 2.25
"246" 12 106.840818070168 1.41666666666667
"247" 26 301.961767446962 4.56666666666667
"248" 29 305.38379084155 1.3
"249" 11 84.4721597369056 1.31666666666667
"250" 14 280.102920990375 2.5
"251" 23 231.310582915482 3.9
"252" 12 4.18072617663674 1.75
"253" 7.2 352.934245188186 1.66666666666667
"254" 23 310.498979237331 4.53333333333333
"255" 10 125.558173369523 1.18333333333333
"256" 27 271.552608905001 5.98333333333333
"257" 12 101.288304075956 1.3
"258" 19 309.402939394882 4.23333333333333
"259" 33 276.131664421964 3.46666666666667
"260" 61 34.6959192018767 1.73333333333333
"261" 37 40.1984869376433 3
"262" 26 325.679850603223 5.31666666666667
"263" 15 39.8409302981168 4.38333333333333
"264" 11 351.3458115734 3.25
"265" 11 355.476716095175 3.03333333333333
"266" 13 353.487589544285 8.6
"267" 13 357.95306586118 2.26666666666667
"268" 8.2 3.38348322860256 1.71666666666667
"269" 12 202.476586112332 5.11666666666667
"270" 5.5 180.600719290515 3.05
"271" 8.5 147.652287215379 1.78333333333333
"272" 6.8 119.527792037994 3
"273" 8.7 170.840307153623 3.4
"274" 12 102.442318281534 1.08333333333333
"275" 8.3 243.415605663979 5.58333333333333
"276" 12 271.947401489262 4.5
"277" 13 300.928348402214 6.13333333333333
"278" 20 28.8644897147589 2.18333333333333
"279" 1 359.888352985011 2.26666666666667
"280" 6.2 176.608617477367 3.1
"281" 4 182.903076363142 4.38333333333333
"282" 11 239.700742955634 2.95
"283" 12 73.7358077151747 2.25
"284" 20 228.166771582836 11.5833333333333
"285" 21 225.409194974749 8.98333333333333
"286" 7.2 150.990631421393 3.05
"287" 14 270.136717963702 4.18333333333333
"288" 18 242.474064355443 6.65
"289" 25 304.241877520538 3.45
"290" 14 172.559710641274 2
"291" 14 280.513073600857 1.9
"292" 18 323.469868522871 4.06666666666667
"293" 7.2 34.7331150488918 1.4
"294" 12 306.023033420424 4.18333333333333
"295" 14 234.93086442018 3.31666666666667
"296" 8 25.2318440193631 2.95
"297" 27 247.483421701075 6.56666666666667
"298" 18 12.8198612520153 1.15
"299" 9.2 2.68529164315438 1.68333333333333
"300" 18 224.677186736769 5.1
"301" 12 225.796851852476 2.21666666666667
"302" 11 237.761923589946 1.4
"303" 7.7 182.804673555014 1.58333333333333
"304" 11 286.931613434189 2.2
"305" 11 177.996378884618 2.06666666666667
"306" 11 205.991296416575 4.56666666666667
"307" 8.7 196.685066091765 5.1
"308" 16 239.874066016576 5.91666666666667
"309" 8 351.762854223282 1.55
"310" 12 212.461193446056 5.81666666666667
"311" 14 234.664497194139 2.31666666666667
"312" 15 255.687373224436 1.88333333333333
"313" 9.3 227.877710635844 1.06666666666667
"314" 6.5 124.820375687162 1.23333333333333
"315" 7.3 282.148813599191 4.35
"316" 16 339.997604917915 2.63333333333333
"317" 11 117.472691955271 1.78333333333333
"318" 7.3 348.876716775569 1.7
"319" 6.8 349.810924372809 7.01666666666667
"320" 10 23.7558327706683 5.36666666666667
"321" 12 133.890546506387 2.18333333333333
"322" 4.3 84.4071467558485 3.01666666666667
"323" 30 31.81285466469 7.03333333333333
"324" 27 15.5127657404526 6.65
"325" 15 29.069228167544 4.4
"326" 13 7.00896048993286 4.78333333333333
"327" 16 31.9776552733142 6.33333333333333
"328" 17 37.0281606157783 2.6
"329" 4.8 27 2.31666666666667
"330" 26 257.827711639032 4.65
"331" 5 356.340289817468 1.16666666666667
"332" 5 94.7803530207174 1.5
"333" 6 322.325025413971 2.51666666666667
"334" 23 242.866177346444 6.08333333333333
"335" 9 126.22243280579 1.93333333333333
"336" 5 149.823803113488 2.01666666666667
"337" 7.3 219.5 13.1166666666667
"338" 15 227.166780777756 10.6666666666667
"339" 18 237.14163275474 4.08333333333333
"340" 15 223.3060705538 11.1333333333333
"341" 19 222.853033011256 9
"342" 18 220.627586605021 7.63333333333333
"343" 8.2 277.018122006386 2.33333333333333
"344" 23 249.133433619604 4.65
"345" 25 289.49258062237 3.28333333333333
"346" 19 77.1232877185217 1.35
"347" 25 294.800437194758 4.53333333333333
"348" 16 15.5694201941081 2.81666666666667
"349" 16 41.4828841563422 4.86666666666667
"350" 8 21.8281445942906 2.28333333333333
"351" 10 319.171386284668 3.95
"352" 27 264.991036677864 2.25
"353" 35 318.82915071794 5.7
"354" 28 262.786944143019 1.03333333333333
"355" 20 1.23972626255612 2.55
"356" 18 43.1812230078037 2.78333333333333
"357" 20 309.00076330609 4.6
"358" 22 0.309229321843163 9.26666666666667
"359" 12 16.9189578606432 3.2
"360" 11 29.7854191413273 6.5
"361" 19 24.4914453302798 8.6
"362" 13 28.6592852090349 6.25
"363" 8 19.9691573523047 5.33333333333333
"364" 17 32.2298606317281 8.28333333333333
"365" 22 29.5040479287004 8.18333333333333
"366" 12 25.6647341701542 9.25
"367" 14 52.1595634990582 3.65
"368" 17 5.3979935115182 5.41666666666667
"369" 13 20.2942710084186 7.93333333333333
"370" 17 358.578199393305 4.56666666666667
"371" 5.2 91.521190282525 1.53333333333333
"372" 11 35.3165397300442 2.68333333333333
"373" 20 287.497696063568 3.5
"374" 22 15.4491646060516 3.5
"375" 9 63.47999463394 4.48333333333333
"376" 11 81.2559876470828 1.75
"377" 13 268.737274801835 5.1
"378" 22 230.832990578133 3.15
"379" 13 135.13557217595 1.58333333333333
"380" 23 264.882231561594 3.48333333333333
"381" 17 255.052489280297 3.71666666666667
"382" 16 129.619467366052 1.56666666666667
"383" 5 130.685723557929 3.05
"384" 8 231.003572625775 7.43333333333333
"385" 9 230.1660940282 10.9833333333333
"386" 1.2 123.695031573904 4.15
"387" 15 220.168949225066 11.4833333333333
"388" 19 224.831769856137 14.7666666666667
"389" 30 215.665009912131 10.8833333333333
"390" 25 138.19767225109 1.4
"391" 19 211.578002712778 3.31666666666667
"392" 12 260.734871540816 4
"393" 5.2 223.999847656487 10.6833333333333
"394" 7 224.497557853942 7.61666666666667
"395" 18 230.002388432518 4.95
"396" 7 248.520043370562 4.91666666666667
"397" 9 225.966714122899 3.21666666666667
"398" 8 351.516317786477 1.51666666666667
"399" 8 28.3305819077123 5.63333333333333
"400" 10 354.620668464913 7.21666666666667
"401" 19 44.8197383748507 5.25
"402" 9 132.996030704579 1.01666666666667
"403" 8 290.28555661015 3.41666666666667
"404" 18 260.470450121025 2.15
"405" 23 217.820319567675 1.13333333333333
"406" 20 308.162271938443 4.16666666666667
"407" 10 15.475779599432 2.18333333333333
"408" 27 156.170752896623 2.11666666666667
"409" 26 242.354552304986 5.51666666666667
"410" 12 354.563895390764 2.01666666666667
"411" 19 283.514442103837 2.18333333333333
"412" 27 255.176275463584 5.36666666666667
"413" 30 202.516962237739 1.95
"414" 39 359.179427103565 3.68333333333333
"415" 30 264.072786778165 2.75
"416" 18 315.166365595973 6.8
"417" 17 326.833080064772 3.03333333333333
"418" 13 326.508367779542 3.56666666666667
"419" 10 314.118556622232 4.5
"420" 11 311.015449938913 7.61666666666667
"421" 10 34.5186355917048 2.08333333333333
"422" 7 212.30301676445 1.46666666666667
"423" 14 225.844203938297 6.53333333333333
"424" 11 235.626559029331 1.38333333333333
"425" 1 350.836861505186 2.28333333333333
"426" 10 242.959123274202 6.01666666666667
"427" 13 341.408010492028 4.11666666666667
"428" 9 62.2400412880263 1.38333333333333
"429" 16 18.4958285873254 2.96666666666667
"430" 12 265.977491057873 3.23333333333333
"431" 11 152.200344047742 1.06666666666667
"432" 7 11.4774549818107 2.38333333333333
"433" 21 272.880086091065 5.38333333333333
"434" 17 28.609183500186 1.61666666666667
"435" 10 22.4955955811955 1.73333333333333
"436" 24 285.859563535237 4.31666666666667
"437" 15 227.358241077361 3.08333333333333
"438" 7 357.200839957978 2.38333333333333
"439" 18 260.673106370183 6.38333333333333
"440" 16 307.395844828154 3.5
"441" 12 14.1508267778486 2.58333333333333
"442" 13 16.0254217894096 6.25
"443" 16 23.5003038795013 8.61666666666667
"444" 14 20.2438116522017 5.66666666666667
"445" 9 104.163358123136 3.4
"446" 14 356.325390632172 4.48333333333333
"447" 11 8.99793531777909 7.75
"448" 15 339.898574551951 5.25
"449" 14 15.3349077661637 6.4
"450" 8.2 357.99755575378 9.25
"451" 8 336.281284878721 8.08333333333333
"452" 19 355.495720694905 9.15
"453" 9 356.924394120284 3.98333333333333
"454" 11 352.885130063103 7.05
"455" 21 341.166533913118 9.43333333333333
"456" 25 17.8247608323681 6.76666666666667
"457" 10 30.3221295438145 5.23333333333333
"458" 16 31.9877443986375 6.31666666666667
"459" 27 2.33297811347105 8.9
"460" 19 57.061752683857 4.05
"461" 6 349.549163111205 3.88333333333333
"462" 27 356.92813661108 5.28333333333333
"463" 19 311.277391893485 4.61666666666667
"464" 25 29.9906581835646 3.9
"465" 4 35.8340326903384 2.5
"466" 24 317.970348740086 3.23333333333333
"467" 18 258.476661670144 2.31666666666667
"468" 9.2 17.4755452992422 1.93333333333333
"469" 56 232.998468390372 7.43333333333333
"470" 26 217.511835479301 2.9
"471" 5 359.230644555139 1.78333333333333
"472" 31 294.830420809775 3.98333333333333
"473" 20 293.521989392122 1.2
"474" 8 5.11296715708525 2.25
"475" 2.7 289.84211683638 1.63333333333333
"476" 37 321.997440499018 3.91666666666667
"477" 19 237.677406226223 3.6
"478" 9 202.48002342568 2.58333333333333
"479" 12 270.344063307745 2.83333333333333
"480" 19 243.051827061479 4.53333333333333
"481" 12 119.995169366206 2.08333333333333
"482" 6 171.115766832713 3.53333333333333
"483" 18 245.469862100019 5.81666666666667
"484" 16 308.692481784509 4
"485" 2 358.430522232746 1.75
"486" 16 279.613236653819 5.2
"487" 13 237.653263566336 5.88333333333333
"488" 10 130.331246090765 1.8
"489" 4 126.296952542978 2.28333333333333
"490" 4 137.012238103089 6.65
"491" 11 271.975202153356 3.61666666666667
"492" 7 207.059563579587 3.33333333333333
"493" 3 97.5554799515414 1.83333333333333
"494" 20 267.638736585736 5.66666666666667
"495" 13 260.985652023077 2.96666666666667
"496" 8 0.133604546021388 1.45
"497" 5 6.99832223873437 2.18333333333333
"498" 10 343.672267098559 4.83333333333333
"499" 8.2 310.230605156673 2.61666666666667
"500" 11 43.351491079088 1.66666666666667
"501" 11 309.00239406086 4.08333333333333
"502" 12 231.500888541179 6.48333333333333
"503" 5 27.0355205259833 2.53333333333333
"504" 7 23.536517652681 1.16666666666667
"505" 5 287.021622959545 5.71666666666667
"506" 8 306.64181712535 2.45
"507" 8 21.5190443658813 2.7
"508" 8 9.02327306748305 4.66666666666667
"509" 13 7.70675991344832 7.81666666666667
"510" 23 12.7894871515891 7.71666666666667
"511" 13 0.949847680182196 2.18333333333333
"512" 19 350.070635839436 5.05
"513" 17 296.577375675573 4.38333333333333
"514" 10 347.000614053059 2.63333333333333
"515" 21 297.862362395612 3.98333333333333
"516" 13 256.399858406669 4.13333333333333
"517" 2.2 3.87043992623017 1.15
"518" 19 285.9880655237 3.11666666666667
"519" 17 247.813722742444 6.96666666666667
"520" 8 221.004466098003 2.48333333333333
"521" 5 83.4365713515312 1.2
"522" 11 221.474300939259 6.28333333333333
"523" 10 242.185496318828 3.05
"524" 5.2 336.833532721277 1.58333333333333
"525" 13 301.374936184933 4.16666666666667
"526" 13 241.037315146816 4.26666666666667
"527" 5 23.0731709683067 1.53333333333333
"528" 24 256.73222859497 2.88333333333333
"529" 21 237.676676362487 3.66666666666667
"530" 11 91.6145438473853 2.13333333333333
"531" 20 187.300631807547 5.18333333333333
"532" 14 227.495723307911 9.41666666666667
"533" 9 222.506033785759 3.18333333333333
"534" 13 126.574914833103 2.23333333333333
"535" 9.2 246.174719993631 5
"536" 8 251.754404955516 1.91666666666667
"537" 8 5.67093358522665 7.03333333333333
"538" 21 14.1661250092721 6.11666666666667
"539" 12 59.8073552216521 2.06666666666667
"540" 12 17.6198119213858 2.31666666666667
"541" 13 290.697151903642 4.68333333333333
"542" 14 31.2877010459813 1.2
"543" 10 151.165222830498 2.06666666666667
"544" 16 252.873323022331 3.18333333333333
"545" 13 136.999951437882 2.56666666666667
"546" 5 127.407890115744 2.43333333333333
"547" 5.2 230.724507658099 3.1
"548" 17 269.500785783935 3.6
"549" 75 3.39727687017161 2.48333333333333
"550" 12 165.700773122924 2.06666666666667
"551" 20 246.398199632967 5.76666666666667
"552" 19 152.799279413653 1.2
"553" 12 289.057985347982 4.3
"554" 26 260.796048249167 3.45
"555" 13 246.836071533157 1.48333333333333
"556" 13 243.398106785729 2.58333333333333
"557" 9 276.890782091038 2.38333333333333
"558" 6.8 259.214806863238 3.21666666666667
"559" 11 253.326979801744 2.23333333333333
"560" 11 239.667467716019 7.3
"561" 11 48.2441492517862 1.03333333333333
"562" 2 341.628673554881 1.3
"563" 11 318.667855779801 3.76666666666667
"564" 11 233.667855779801 5.01666666666667
"565" 6.8 353.334720258801 1.16666666666667
"566" 24 304.058992966425 2.78333333333333
"567" 23 232.004671379336 5.4
"568" 15 15.6396282234357 4.43333333333333
"569" 9.8 33.9906308228983 2.03333333333333
"570" 8.2 351.00509576405 6.93333333333333
"571" 16 2.50023673909202 6.23333333333333
"572" 12 353.291617101381 3.66666666666667
"573" 5.2 11.5623101627552 3.98333333333333
"574" 14 35.0579993337655 6.66666666666667
"575" 28 31.3327534025776 8.31666666666667
"576" 8.2 21.0162966221466 5.9
"577" 7 23.1564970809441 3.46666666666667
"578" 19 13.4990836131992 7.78333333333333
"579" 24 347.500507966471 10.25
"580" 8 31.4064160900425 4.45
"581" 11 253.090418568818 2.11666666666667
"582" 44 319.359431021746 4.91666666666667
"583" 19 245.411703602356 2.6
"584" 26 272.618544607344 3.95
"585" 17 308.616828004117 2.33333333333333
"586" 10 265.440811515056 1.88333333333333
"587" 16 239.001016992354 6.35
"588" 16 295.55478023937 1.11666666666667
"589" 7 28.8189416496019 1.73333333333333
"590" 21 277.140233625597 3.78333333333333
"591" 21 331.217879565764 1.48333333333333
"592" 9.2 3.14419714747786 1.26666666666667
"593" 18 300.565321815437 3.56666666666667
"594" 19 317.617446160919 3.9
"595" 23 348.656641346685 5.46666666666667
"596" 12 86.1949444642487 1.11666666666667
"597" 13 343.163154685342 3.98333333333333
"598" 25 244.678637384269 3.78333333333333
"599" 17 1.12985047440615 3.8
"600" 13 63.3103699294795 2.75
"601" 26 351.122529926543 8.08333333333333
"602" 20 317.973630767506 7.41666666666667
"603" 24 28.2459684321727 5.76666666666667
"604" 13 65.0547750213893 3.46666666666667
"605" 30 298.984675066623 3.01666666666667
"606" 25 316.019147818025 4.03333333333333
"607" 13 37.7671550644512 4.26666666666667
"608" 27 278.10660427844 3.01666666666667
"609" 31 259.698333933528 3.51666666666667
"610" 25 34.3112301181168 4
"611" 20 57.3605344851832 2.73333333333333
"612" 35 15.4082188774664 5.61666666666667
"613" 29 264.785320647072 3.68333333333333
"614" 34 212.597632871391 2.56666666666667
"615" 28 316.402779060975 1.25
"616" 30 309.87386449206 4.66666666666667
"617" 27 240.160859970425 4
"618" 10 145.09967737248 2.36666666666667
"619" 24 314.836151844917 4.61666666666667
"620" 22 226.166365595973 1.73333333333333
"621" 16 21.590374057277 2.3
"622" 24 311.999439242212 4.78333333333333
"623" 26 353.487779076704 7.05
"624" 11 38.1533669027949 3.31666666666667
"625" 10 15.1796094356088 5.56666666666667
"626" 27 352.493770936901 12.1333333333333
"627" 27 2.33202571764942 7.6
"628" 6 1.00168012974124 5.6
"629" 23 359.147533678335 5.83333333333333
"630" 17 8.90642570591013 6.46666666666667
"631" 28 352.185891932808 7.28333333333333
"632" 14 359.977674894185 4.46666666666667
"633" 16 335.33137188036 8.33333333333333
"634" 25 314.529177851937 3.91666666666667
"635" 11 1.80524405105183 6.13333333333333
"636" 5 125.260024746406 1.9
"637" 17 300.880911191634 3.78333333333333
"638" 18 292.155212334017 3.3
"639" 11 291.417771538676 1.4
"640" 5.8 356.498009904607 1.98333333333333
"641" 10 254.854013848468 5.16666666666667
"642" 24 242.150377192917 4.41666666666667
"643" 11 28.1281763755932 2.88333333333333
"644" 7 88.1309974163342 1.78333333333333
"645" 10 271.910563975667 4.46666666666667
"646" 22 348.973105757369 9.7
"647" 7.8 71.1317680969626 3.43333333333333
"648" 9.2 44.8740619774643 2.71666666666667
"649" 15 287.08688464766 3.81666666666667
"650" 21 299.279908391497 1.9
"651" 15 262.989879951149 2.15
"652" 17 271.041665887548 4.28333333333333
"653" 14 280.21476089028 3.63333333333333
"654" 2.2 46.2780134437247 1.48333333333333
"655" 21 314.832346293673 5.05
"656" 18 263.524792101329 4.31666666666667
"657" 7.8 166.166404825146 1.23333333333333
"658" 7 235.545126116216 3.08333333333333
"659" 19 247.592584108319 4.73333333333333
"660" 28 237.177008638094 3.51666666666667
"661" 11 351.513612689218 1.51666666666667
"662" 27 243.240658105368 6.11666666666667
"663" 26 244.524740585349 3.95
"664" 13 130.205515569337 1.41666666666667
"665" 6 220.515066396621 2.91666666666667
"666" 4.8 5.73583527268924 1.95
"667" 14 346.673576631945 5.11666666666667
"668" 8 60.401057402596 2.83333333333333
"669" 10 288.754318861273 3.51666666666667
"670" 9 270.349086562847 4.18333333333333
"671" 11 107.220584569289 2.1
"672" 18 215.164060476573 3.26666666666667
"673" 19 237.997240740978 6
"674" 16 317.163245194454 6.8
"675" 15 12.3829704557374 2.15
"676" 6 3.02969525962511 2.23333333333333
"677" 11 305.645184768218 4.88333333333333
"678" 12 329.748464951637 5.2
"679" 10 77.029507293868 2.25
"680" 17 35.2785414344547 4.25
"681" 12 331.833295719561 6.86666666666667
"682" 23 359.17128465983 5.4
"683" 14 90.0864667188875 1.83333333333333
"684" 19 65.5249615048568 2.23333333333333
"685" 15 310.341031226676 3.61666666666667
"686" 18 340.833763074637 4.91666666666667
"687" 8.2 44.5656453817642 2.3
"688" 16 330.895865955838 2.78333333333333
"689" 21 321.832143414449 3.6
"690" 7.8 358.328321649749 1.51666666666667
"691" 21 270.237955377292 3.43333333333333
"692" 12 292.602581272022 3.65
"693" 13 245.199875041956 1.03333333333333
"694" 15 298.679990959071 3.81666666666667
"695" 13 236.497327679146 6.38333333333333
"696" 10 11.9404030029955 1.56666666666667
"697" 13 249.164307837623 1.43333333333333
